appid,name,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,price,categories,ratings,owners_average,MutualPlayerCount,single_player,multi_player,genre_Action,genre_Adventure,genre_Animation & Modeling,genre_Casual,genre_Design & Illustration,genre_Early Access,genre_Education,genre_Free to Play,genre_Game Development,genre_Gore,genre_Indie,genre_Massively Multiplayer,genre_Movie,genre_Nudity,genre_RPG,genre_Racing,genre_Sexual Content,genre_Simulation,genre_Sports,genre_Strategy,genre_Utilities,genre_Violent,genre_Web Publishing,categories_list,Single_Player,Multi_Player
334040,Down To One,76,0,111,0,0,Action,0.49,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Trading Cards, Stats, Family Sharing",0.7523408454046971,350000.0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Trading Cards', 'Stats', 'Family Sharing']",1,1
334100,Extreme Exorcism,0,0,0,0,0,"Action, Adventure, Casual, Indie",5.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",0.7787954634043376,10000.0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
334100,Extreme Exorcism,0,0,0,0,0,"Action, Adventure, Casual, Indie",5.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",0.7787954634043376,10000.0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
334100,Extreme Exorcism,0,0,0,0,0,"Action, Adventure, Casual, Indie",5.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",0.7787954634043376,10000.0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
334100,Extreme Exorcism,0,0,0,0,0,"Action, Adventure, Casual, Indie",5.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",0.7787954634043376,10000.0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
334280,Lost Sea,0,0,0,0,0,"Action, Adventure, Indie",14.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.7784448357920799,10000.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",1,0
334280,Lost Sea,0,0,0,0,0,"Action, Adventure, Indie",14.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.7784448357920799,10000.0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",1,0
334280,Lost Sea,0,0,0,0,0,"Action, Adventure, Indie",14.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.7784448357920799,10000.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",1,0
334290,Gates of Horizon,0,0,0,0,0,"Indie, Massively Multiplayer, Simulation, Strategy",0.0,"MMO, Steam Trading Cards, Family Sharing",0.77836875263636,35000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['MMO', 'Steam Trading Cards', 'Family Sharing']",0,0
334290,Gates of Horizon,0,0,0,0,0,"Indie, Massively Multiplayer, Simulation, Strategy",0.0,"MMO, Steam Trading Cards, Family Sharing",0.77836875263636,35000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['MMO', 'Steam Trading Cards', 'Family Sharing']",0,0
334290,Gates of Horizon,0,0,0,0,0,"Indie, Massively Multiplayer, Simulation, Strategy",0.0,"MMO, Steam Trading Cards, Family Sharing",0.77836875263636,35000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['MMO', 'Steam Trading Cards', 'Family Sharing']",0,0
334290,Gates of Horizon,0,0,0,0,0,"Indie, Massively Multiplayer, Simulation, Strategy",0.0,"MMO, Steam Trading Cards, Family Sharing",0.77836875263636,35000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['MMO', 'Steam Trading Cards', 'Family Sharing']",0,0
334310,Plebby Quest: The Crusades,1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",5.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.7856781682883872,350000.0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']",1,0
334310,Plebby Quest: The Crusades,1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",5.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.7856781682883872,350000.0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']",1,0
334310,Plebby Quest: The Crusades,1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",5.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.7856781682883872,350000.0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']",1,0
334310,Plebby Quest: The Crusades,1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",5.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.7856781682883872,350000.0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']",1,0
334310,Plebby Quest: The Crusades,1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",5.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.7856781682883872,350000.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']",1,0
334310,Plebby Quest: The Crusades,1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",5.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.7856781682883872,350000.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']",1,0
334310,Plebby Quest: The Crusades,1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",5.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.7856781682883872,350000.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']",1,0
334420,Out There: Ω Edition,80,0,132,0,2,"Adventure, Indie, RPG, Strategy",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.7775879853282917,350000.0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",1,0
334420,Out There: Ω Edition,80,0,132,0,2,"Adventure, Indie, RPG, Strategy",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.7775879853282917,350000.0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",1,0
334420,Out There: Ω Edition,80,0,132,0,2,"Adventure, Indie, RPG, Strategy",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.7775879853282917,350000.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",1,0
334420,Out There: Ω Edition,80,0,132,0,2,"Adventure, Indie, RPG, Strategy",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.7775879853282917,350000.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",1,0
334560,Square Heroes,0,0,0,0,1,"Action, Indie",12.99,"Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing",0.7794934123906042,35000.0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
334560,Square Heroes,0,0,0,0,1,"Action, Indie",12.99,"Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing",0.7794934123906042,35000.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
334620,Soccertron,27,0,27,0,0,"Action, Indie, Sports",4.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play Together, Family Sharing",0.7787426255078669,75000.0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Remote Play Together', 'Family Sharing']",1,1
334620,Soccertron,27,0,27,0,0,"Action, Indie, Sports",4.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play Together, Family Sharing",0.7787426255078669,75000.0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Remote Play Together', 'Family Sharing']",1,1
334620,Soccertron,27,0,27,0,0,"Action, Indie, Sports",4.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play Together, Family Sharing",0.7787426255078669,75000.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Remote Play Together', 'Family Sharing']",1,1
276810,Mordheim: City of the Damned,1849,0,924,0,169,"RPG, Strategy",19.99,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.762949196556506,750000.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",1,1
276810,Mordheim: City of the Damned,1849,0,924,0,169,"RPG, Strategy",19.99,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.762949196556506,750000.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",1,1
334840,Drive to Hell,0,0,0,0,0,"Action, Indie",4.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",0.778761237993755,35000.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing']",1,1
334840,Drive to Hell,0,0,0,0,0,"Action, Indie",4.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",0.778761237993755,35000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing']",1,1
335000,Tormentum - Dark Sorrow,376,0,380,0,2,"Adventure, Casual, Indie",6.23,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7916397880588004,150000.0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335000,Tormentum - Dark Sorrow,376,0,380,0,2,"Adventure, Casual, Indie",6.23,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7916397880588004,150000.0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335000,Tormentum - Dark Sorrow,376,0,380,0,2,"Adventure, Casual, Indie",6.23,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7916397880588004,150000.0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335010,Steam and Metal,0,0,0,0,0,Indie,4.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.7786706168995536,35000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",1,0
335100,Dwarf Tower,293,0,293,0,0,"Indie, Strategy",0.99,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing",0.7781744995454429,35000.0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor', 'Family Sharing']",1,1
335100,Dwarf Tower,293,0,293,0,0,"Indie, Strategy",0.99,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing",0.7781744995454429,35000.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor', 'Family Sharing']",1,1
334850,1931: Scheherazade at the Library of Pergamum,389,0,389,0,0,"Casual, Indie, RPG, Simulation",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.7783592925722729,75000.0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",1,0
334850,1931: Scheherazade at the Library of Pergamum,389,0,389,0,0,"Casual, Indie, RPG, Simulation",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.7783592925722729,75000.0,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",1,0
334850,1931: Scheherazade at the Library of Pergamum,389,0,389,0,0,"Casual, Indie, RPG, Simulation",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.7783592925722729,75000.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",1,0
334850,1931: Scheherazade at the Library of Pergamum,389,0,389,0,0,"Casual, Indie, RPG, Simulation",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.7783592925722729,75000.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",1,0
335190,200% Mixed Juice!,54,0,44,0,1,"Adventure, Indie, RPG",6.99,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0.7774952440167546,150000.0,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",1,1
335190,200% Mixed Juice!,54,0,44,0,1,"Adventure, Indie, RPG",6.99,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0.7774952440167546,150000.0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",1,1
335190,200% Mixed Juice!,54,0,44,0,1,"Adventure, Indie, RPG",6.99,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0.7774952440167546,150000.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",1,1
335210,Rift's Cave,265,0,301,0,0,"Adventure, Indie",4.99,"Single-player, VR Supported, Steam Trading Cards, VR Support, Partial Controller Support, Family Sharing",0.7782595953807568,35000.0,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'VR Supported', 'Steam Trading Cards', 'VR Support', 'Partial Controller Support', 'Family Sharing']",1,0
335210,Rift's Cave,265,0,301,0,0,"Adventure, Indie",4.99,"Single-player, VR Supported, Steam Trading Cards, VR Support, Partial Controller Support, Family Sharing",0.7782595953807568,35000.0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'VR Supported', 'Steam Trading Cards', 'VR Support', 'Partial Controller Support', 'Family Sharing']",1,0
335450,Curse of the Assassin,0,0,0,0,0,"Adventure, Indie, RPG",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7788685633343851,10000.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335450,Curse of the Assassin,0,0,0,0,0,"Adventure, Indie, RPG",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7788685633343851,10000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335450,Curse of the Assassin,0,0,0,0,0,"Adventure, Indie, RPG",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7788685633343851,10000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335460,An Assassin in Orlandes,63,0,95,0,0,"Adventure, Indie, RPG",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7789340312021107,10000.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335460,An Assassin in Orlandes,63,0,95,0,0,"Adventure, Indie, RPG",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7789340312021107,10000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335460,An Assassin in Orlandes,63,0,95,0,0,"Adventure, Indie, RPG",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7789340312021107,10000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
333260,Marvin's Mittens,0,0,0,0,0,"Adventure, Casual, Indie",5.99,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.7800254738387199,10000.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",1,0
333260,Marvin's Mittens,0,0,0,0,0,"Adventure, Casual, Indie",5.99,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.7800254738387199,10000.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",1,0
333260,Marvin's Mittens,0,0,0,0,0,"Adventure, Casual, Indie",5.99,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.7800254738387199,10000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",1,0
335690,dUpLicity ~Beyond the Lies~,0,0,0,0,0,"Adventure, Casual, Indie, Simulation",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7779473350442749,10000.0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335690,dUpLicity ~Beyond the Lies~,0,0,0,0,0,"Adventure, Casual, Indie, Simulation",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7779473350442749,10000.0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335690,dUpLicity ~Beyond the Lies~,0,0,0,0,0,"Adventure, Casual, Indie, Simulation",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7779473350442749,10000.0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
335690,dUpLicity ~Beyond the Lies~,0,0,0,0,0,"Adventure, Casual, Indie, Simulation",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7779473350442749,10000.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",1,0
