appid,name,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,price,categories 1,categories 2,ratings,owners_average,MutualPlayerCount,cat_1_Multi-player,cat_1_Single-player,cat_2_Single-player,cat_2_Multi-player,Action,Adventure,Animation & Modeling,Casual,Design & Illustration,Early Access,Education,Free to Play,Game Development,Gore,Indie,Massively Multiplayer,Movie,Nudity,RPG,Racing,Sexual Content,Simulation,Sports,Strategy,Utilities,Violent,Web Publishing,single player,multi player
96200,Steel Storm: Burning Retribution,292,0,325,0,0,"['Action', 'Indie']",14.99,Single-player,Multi-player,0.776650424,150000,36,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
48000,LIMBO,178,390,131,390,119,"['Action', 'Adventure', 'Indie']",9.99,Single-player,,0.874778626,3500000,234,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107100,Bastion,471,1,210,1,38,"['Action', 'Indie', 'RPG']",14.99,Single-player,,0.876342213,3500000,166,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111000,The Clockwork Man,0,0,0,0,0,"['Indie', 'Casual']",6.99,Single-player,,0.778173221,10000,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46560,Robin Hood: The Legend of Sherwood,198,0,286,0,12,['Strategy'],7.99,Single-player,,0.772393003,350000,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112100,Avadon: The Black Fortress,1144,0,2263,0,8,"['Indie', 'RPG']",9.99,Single-player,,0.779444951,350000,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7940,Call of Duty 4: Modern Warfare (2007),830,1,435,1,475,['Action'],19.99,Single-player,Multi-player,0.84758181,3500000,207,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41070,Serious Sam 3: BFE,444,2,241,2,37,"['Action', 'Indie']",29.99,Single-player,Multi-player,0.82829624,3500000,301,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
113200,The Binding of Isaac,1734,0,300,0,272,"['Action', 'Adventure', 'Indie', 'RPG']",1.09,Single-player,,0.893508123,3500000,406,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
102500,Kingdoms of Amalur: Reckoning,953,0,520,0,39,"['Action', 'RPG']",0,Single-player,,0.809755709,1500000,56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65800,Dungeon Defenders,2961,0,658,0,388,"['Action', 'Indie', 'RPG', 'Strategy']",14.99,Single-player,Multi-player,0.834534784,3500000,237,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
34270,SEGA Mega Drive and Genesis Classics,160,0,31,0,83,"['Action', 'Adventure', 'Casual', 'RPG']",0,Single-player,Multi-player,0.794523544,1500000,217,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
71340,Sonic Generations Collection,669,9,168,9,112,['Action'],19.99,Single-player,,0.847775185,1500000,82,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70620,Worms Crazy Golf,42,0,61,0,0,"['Sports', 'Strategy']",9.99,Single-player,,0.779535245,350000,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
102600,Orcs Must Die!,210,0,102,0,19,"['Action', 'Indie', 'Strategy']",9.99,Single-player,,0.816858572,1500000,87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
115100,Costume Quest,283,0,150,0,6,"['Adventure', 'Casual', 'RPG']",9.99,Single-player,,0.796336641,350000,92,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57400,Batman: Arkham City,1518,0,1396,0,0,"['Action', 'Adventure']",0,Single-player,,0.792407038,75000,48,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200260,Batman: Arkham City - Game of the Year Edition,810,48,327,93,980,"['Action', 'Adventure']",19.99,Single-player,,0.900707062,3500000,442,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35720,Trine 2: Complete Story,507,0,197,0,69,"['Action', 'Adventure', 'Indie']",19.99,Single-player,Multi-player,0.852686639,3500000,232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
72850,The Elder Scrolls V: Skyrim,7095,702,3068,702,2654,['RPG'],19.99,Single-player,,0.934061541,7500000,915,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
55230,Saints Row: The Third,1596,76,910,76,235,['Action'],9.99,Single-player,Multi-player,0.903537145,3500000,692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1500,Darwinia,174,0,30,0,6,"['Indie', 'Strategy']",9.99,Single-player,,0.779390838,150000,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1510,Uplink,76,0,10,0,10,"['Indie', 'Strategy']",9.99,Single-player,,0.78833897,750000,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24420,Aquaria,9,0,11,0,1,['Indie'],9.99,Single-player,,0.783552211,350000,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107800,Rochard,204,0,321,0,1,"['Action', 'Casual', 'Indie']",0,Single-player,,0.786553492,350000,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,44,0,32,0,1,"['Action', 'Indie', 'Sports']",9.99,Single-player,,0.777529953,350000,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
202200,Galactic Civilizations II: Ultimate Edition,102,0,6,0,26,"['Indie', 'Strategy']",19.99,Single-player,,0.778211409,750000,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
105450,Age of Empires III (2007),2109,925,469,925,664,"['Simulation', 'Strategy']",39.99,Single-player,Multi-player,0.846202348,3500000,163,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80360,Blackwell Deception,215,0,215,0,1,"['Adventure', 'Indie']",9.99,Single-player,,0.782075795,150000,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65300,Dustforce DX,370,0,117,0,8,"['Action', 'Indie']",9.99,Single-player,,0.78579721,350000,56,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
102840,Shank 2,125,0,93,0,4,"['Action', 'Adventure', 'Indie']",9.99,Single-player,Multi-player,0.782868387,350000,91,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
207490,Rayman Origins,439,0,509,0,47,"['Action', 'Adventure']",19.99,Single-player,Multi-player,0.799303229,350000,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115110,Stacking,300,0,357,0,3,"['Adventure', 'Indie']",9.99,Single-player,,0.784869455,350000,57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
204180,Waveform,208,0,175,0,0,"['Adventure', 'Indie', 'Strategy']",1.99,Single-player,,0.782200513,350000,68,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
205730,Insanely Twisted Shadow Planet,68,0,68,0,2,"['Action', 'Adventure', 'Indie']",14.99,Single-player,Multi-player,0.781430618,350000,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
204100,Max Payne 3,979,230,628,230,509,['Action'],5.99,Single-player,Multi-player,0.831425339,3500000,359,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207610,The Walking Dead,779,467,404,467,200,['Adventure'],14.99,Single-player,,0.912922776,3500000,539,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
209120,Street Fighter X Tekken,476,0,656,0,8,['Action'],0,Single-player,Multi-player,0.761668449,150000,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
203630,Warlock - Master of the Arcane,686,0,142,0,53,['Strategy'],6.24,Single-player,Multi-player,0.785443149,750000,41,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
209830,Lone Survivor: The Director's Cut,90,0,174,0,1,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",9.99,Single-player,,0.781904379,350000,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
200710,Torchlight II,1391,31,702,32,339,"['Action', 'Adventure', 'Indie', 'RPG']",19.99,Single-player,Multi-player,0.868147021,3500000,258,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202170,Sleeping Dogs,1021,0,782,0,27,"['Action', 'Adventure']",0,Single-player,,0.839565189,3500000,192,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
207350,Ys Origin,279,0,169,0,17,"['Action', 'Adventure', 'RPG']",19.99,Single-player,,0.79380214,350000,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
211440,Adventures of Shuggy,85,0,41,0,0,['Indie'],4.99,Single-player,Multi-player,0.781750158,350000,13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
211420,DARK SOULS: Prepare To Die Edition,4253,12,1874,12,234,"['Action', 'RPG']",0,Single-player,Multi-player,0.877056659,3500000,185,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
201790,Orcs Must Die! 2,635,0,296,0,58,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",14.99,Single-player,Multi-player,0.839105253,3500000,273,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
49520,Borderlands 2,3049,406,1065,454,3871,"['Action', 'RPG']",19.99,Single-player,Multi-player,0.923673224,15000000,1112,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205100,Dishonored,926,12,555,12,418,"['Action', 'Adventure']",9.99,Single-player,,0.922225545,3500000,380,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
209270,Hero Academy,14,0,14,0,0,"['Indie', 'Strategy']",0,Single-player,Multi-player,0.776436656,150000,15,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50650,Darksiders II,708,0,203,0,32,"['Action', 'Adventure', 'RPG']",0,Single-player,,0.800229028,10000,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
208580,STAR WARS Knights of the Old Republic II - The Sith Lords,1050,0,411,0,391,['RPG'],9.99,Single-player,,0.847449185,1500000,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211260,They Bleed Pixels,147,0,90,0,0,"['Action', 'Indie']",2.49,Single-player,,0.782970657,350000,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
212680,FTL: Faster Than Light,1726,362,582,362,1381,"['Indie', 'Simulation', 'Strategy']",9.99,Single-player,,0.90422612,3500000,226,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
204360,Castle Crashers,538,267,291,267,529,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",14.99,Single-player,Multi-player,0.923050052,7500000,388,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219150,Hotline Miami,380,145,246,145,210,"['Action', 'Indie']",9.99,Single-player,,0.926396339,3500000,346,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214590,Fairy Bloom Freesia,144,0,212,0,1,"['Action', 'Indie']",7.99,Single-player,,0.781238474,150000,23,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214560,Mark of the Ninja,410,0,274,0,6,"['Action', 'Adventure', 'Indie']",0,Single-player,,0.845582756,1500000,172,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
215510,Rocketbirds: Hardboiled Chicken,177,0,232,0,2,"['Adventure', 'Indie']",3.04,Single-player,Multi-player,0.780279074,350000,18,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
223220,Giana Sisters: Twisted Dreams,86,0,85,0,6,"['Action', 'Indie']",14.99,Single-player,Multi-player,0.778705723,35000,56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8870,BioShock Infinite,788,268,577,268,419,['Action'],29.99,Single-player,,0.91010482,3500000,736,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
200510,XCOM: Enemy Unknown,2711,0,1430,0,822,['Strategy'],29.99,Single-player,Multi-player,0.885173809,3500000,270,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211400,Deadlight,246,0,239,0,3,"['Action', 'Adventure', 'Indie']",14.99,Single-player,,0.781918236,750000,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
211900,Conquest of Elysium 3,61,0,61,0,2,"['Indie', 'Strategy']",9.99,Single-player,Multi-player,0.779063369,75000,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
203160,Tomb Raider,654,430,408,651,1351,"['Action', 'Adventure']",2.99,Single-player,Multi-player,0.940844688,7500000,1061,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
208480,Assassin’s Creed III,1081,0,914,0,16,['Adventure'],0,Single-player,Multi-player,0.76695469,1500000,115,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
220240,Far Cry 3,1464,61,984,66,654,"['Action', 'Adventure']",19.99,Single-player,Multi-player,0.871052653,3500000,552,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
219740,Don't Starve,1394,595,305,595,2189,"['Adventure', 'Indie', 'Simulation']",9.99,Single-player,,0.926457663,3500000,304,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
322330,Don't Starve Together,2566,253,585,42,39670,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",14.99,Single-player,Multi-player,0.94638945,35000000,1084,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
213610,Sonic Adventure 2,2384,15,194,16,293,['Action'],9.99,Single-player,Multi-player,0.820506619,1500000,52,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
203140,Hitman: Absolution,687,1166,440,1166,277,['Action'],19.99,Single-player,,0.867318976,3500000,513,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
224960,Tomb Raider I (1996),85,0,42,0,11,"['Action', 'Adventure']",6.99,Single-player,,0.788578605,750000,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
221640,Super Hexagon,222,0,88,0,22,"['Action', 'Indie']",2.99,Single-player,,0.864388853,1500000,111,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
209950,Triple Town,858,0,858,0,7,"['Casual', 'Indie', 'Strategy']",9.99,Single-player,,0.782465808,35000,27,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227200,Waking Mars,23,0,29,0,0,"['Action', 'Adventure', 'Indie']",9.99,Single-player,,0.782835869,350000,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63710,BIT.TRIP RUNNER,192,0,181,0,1,"['Action', 'Indie']",9.99,Single-player,,0.788141379,350000,50,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,158,0,98,0,3,"['Action', 'Casual', 'Indie']",14.99,Single-player,,0.79192793,350000,47,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
228280,Baldur's Gate: Enhanced Edition,3672,1,322,1,560,"['Adventure', 'RPG']",19.99,Single-player,Multi-player,0.826300413,1500000,104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
212480,Sonic & All-Stars Racing Transformed Collection,478,0,205,0,59,"['Racing', 'Sports']",19.99,Single-player,Multi-player,0.835591469,750000,163,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
49540,Aliens: Colonial Marines Collection,230,0,202,0,18,['Action'],29.99,Single-player,Multi-player,0.730260172,750000,81,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220440,DmC: Devil May Cry,513,0,360,0,124,"['Action', 'Adventure']",29.99,Single-player,,0.852416909,1500000,234,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
227300,Euro Truck Simulator 2,6774,666,1876,146,32843,"['Indie', 'Simulation']",19.99,Single-player,Multi-player,0.96696036,15000000,1336,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219680,Proteus,33,0,31,0,3,"['Adventure', 'Casual', 'Indie']",9.99,Single-player,,0.776936952,350000,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
238260,Pinball Arcade,158,0,18,0,31,"['Free to Play', 'Simulation']",0,Single-player,Multi-player,0.773615588,750000,29,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
221040,Resident Evil 6,1098,49,776,49,674,"['Action', 'Adventure']",19.99,Single-player,Multi-player,0.784082402,3500000,332,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
245170,Skullgirls 2nd Encore,2546,89,175,134,190,"['Action', 'Indie']",24.99,Single-player,Multi-player,0.745490107,3500000,306,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
237890,Agarest: Generations of War,440,0,308,0,9,"['Adventure', 'RPG', 'Strategy']",14.99,Single-player,,0.775143272,150000,28,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
242050,Assassin’s Creed IV Black Flag,2152,0,1145,0,896,"['Action', 'Adventure']",39.99,Single-player,Multi-player,0.854790301,7500000,276,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
275390,Guacamelee! Super Turbo Championship Edition,235,0,146,0,19,"['Action', 'Adventure', 'Indie']",3.74,Single-player,Multi-player,0.805184059,7500000,67,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239160,Thief,894,237,227,237,172,"['Action', 'Adventure']",2.99,Single-player,,0.763173564,1500000,237,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
282800,100% Orange Juice,947,8,174,15,280,"['Indie', 'Strategy']",6.99,Single-player,Multi-player,0.847061609,1500000,177,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1085660,Destiny 2,10852,1760,403,743,51017,"['Action', 'Adventure', 'Free to Play']",0,Single-player,Multi-player,0.802567662,35000000,910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
861540,Dicey Dungeons,463,83,352,83,219,"['Indie', 'Strategy']",14.99,Single-player,,0.80914717,350000,39,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
399810,Call of Cthulhu,421,0,513,0,32,"['Adventure', 'RPG']",19.99,Single-player,,0.781710336,750000,77,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
552500,Warhammer: Vermintide 2,1921,315,571,346,2436,"['Action', 'Indie']",29.99,Single-player,Multi-player,0.833317094,3500000,590,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
774361,Blasphemous,551,46,421,46,616,"['Action', 'Adventure', 'Indie']",24.99,Single-player,,0.850754495,1500000,156,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
784080,MechWarrior 5: Mercenaries,1922,1243,1167,1243,1134,"['Action', 'Simulation']",29.99,Single-player,Multi-player,0.795583053,350000,25,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
813630,Supraland,583,0,723,0,81,"['Action', 'Adventure', 'Indie', 'RPG']",19.99,Single-player,,0.828058158,1500000,139,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
823500,BONEWORKS,651,0,405,0,90,"['Action', 'Adventure', 'Indie', 'Simulation']",29.99,Single-player,,0.856463369,1500000,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
560130,Pillars of Eternity II: Deadfire,4744,67,2894,67,337,['RPG'],39.99,Single-player,,0.816225977,1500000,72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
859700,USA 2020,0,0,0,0,0,"['Action', 'Simulation', 'Sports']",1.99,Single-player,,0.778996993,10000,43,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
860910,Hentai 3018,1290,0,1290,0,2,"['Action', 'Casual', 'Indie']",0.99,Single-player,,0.778487962,350000,78,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
868020,Aperture Hand Lab,9,0,7,0,3,['Adventure'],0,Single-player,,0.782981697,350000,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
877200,Zero Caliber VR,363,0,355,0,24,"['Action', 'Casual', 'Indie', 'Simulation']",24.99,Single-player,Multi-player,0.77865881,150000,14,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
881100,Noita,1440,423,306,439,2526,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",19.99,Single-player,,0.897707083,3500000,85,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
356190,Middle-earth: Shadow of War,1859,1528,1170,1528,1777,"['Action', 'Adventure', 'RPG']",49.99,Single-player,,0.857908682,3500000,516,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
562260,WAVESHAPER,121,0,122,0,20,"['Action', 'Casual', 'Indie']",1.99,Single-player,,0.78229673,35000,62,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1449560,Metro Exodus,626,421,204,598,974,['Action'],29.99,Single-player,,0.778790122,10000,166,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
955050,Bright Memory,87,0,57,0,8,"['Action', 'Adventure', 'Indie']",7.99,Single-player,,0.847731639,1500000,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
975370,Dwarf Fortress,2958,269,1014,269,1138,"['Indie', 'RPG', 'Simulation', 'Strategy']",25.49,Single-player,,0.859214552,1500000,46,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
1012790,Into the Radius VR,390,470,362,470,108,"['Action', 'Indie']",29.99,Single-player,,0.818368748,750000,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
690790,DiRT Rally 2.0,847,220,286,310,1124,"['Racing', 'Simulation', 'Sports']",19.99,Single-player,Multi-player,0.834288846,1500000,104,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1039880,Hellsplit: Arena,158,0,214,0,21,"['Action', 'RPG']",24.99,Single-player,,0.787098002,350000,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
632360,Risk of Rain 2,2835,256,1302,126,6800,"['Action', 'Indie']",24.99,Single-player,Multi-player,0.944657277,7500000,436,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
