appid,name,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,price,categories 1,categories 2,ratings,owners_average,MutualPlayerCount,cat_1_Multi-player,cat_1_Single-player,cat_2_Single-player,cat_2_Multi-player,Action,Adventure,Animation & Modeling,Casual,Design & Illustration,Early Access,Education,Free to Play,Game Development,Gore,Indie,Massively Multiplayer,Movie,Nudity,RPG,Racing,Sexual Content,Simulation,Sports,Strategy,Utilities,Violent,Web Publishing,single player,multi player
927380,Yakuza Kiwami 2,2031,0,1802,0,454,"['Action', 'Adventure', 'RPG']",19.99,Single-player,,0.835607898,750000,157,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1104380,The Room VR: A Dark Matter,135,0,187,0,6,['Adventure'],14.99,Single-player,,0.799530006,150000,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1125240,Ancient Dungeon,216,0,324,0,11,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",19.99,Single-player,,0.785154372,75000,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1178780,BattleGroupVR,278,0,494,0,3,"['Action', 'Simulation', 'Strategy']",24.99,Single-player,Multi-player,0.783012274,10000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
527430,"Warhammer 40,000: Inquisitor - Martyr",1183,0,758,0,345,"['Action', 'Adventure', 'Indie', 'RPG']",49.99,Single-player,Multi-player,0.767328373,1500000,63,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1042800,"Warhammer 40,000: Inquisitor - Prophecy",406,0,266,0,71,"['Action', 'Adventure', 'Indie', 'RPG']",24.99,Single-player,Multi-player,0.780036038,150000,18,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1222370,Necromunda: Hired Gun,222,0,214,0,20,"['Action', 'Adventure']",39.99,Single-player,,0.757211902,350000,37,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1229490,ULTRAKILL,496,32,370,48,2427,"['Action', 'Indie', 'Early Access']",24.99,Single-player,,0.935423201,3500000,48,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1262350,SIGNALIS,273,0,252,0,185,"['Action', 'Adventure', 'Indie']",19.99,Single-player,,0.846392292,1500000,31,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1326470,Sons Of The Forest,1206,221,859,274,15863,"['Action', 'Adventure', 'Indie', 'Simulation']",29.99,Single-player,Multi-player,0.849277608,7500000,542,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1390350,Webbed,344,0,379,0,37,"['Action', 'Adventure', 'Indie']",9.99,Single-player,,0.83710436,750000,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1238810,Battlefield V,2491,529,581,240,29231,['Action'],49.99,Single-player,Multi-player,0.71935539,7500000,465,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
976310,Mortal Kombat 11,1266,383,535,506,2064,['Action'],49.99,Single-player,Multi-player,0.856990293,3500000,477,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1499120,I Expect You To Die 2: The Spy and the Liar,152,0,241,0,8,['Adventure'],24.99,Single-player,,0.785547753,75000,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1530750,EVERSLAUGHT,0,0,0,0,1,"['Action', 'Indie', 'RPG', 'Early Access']",19.99,Single-player,,0.777214048,75000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1583230,High On Life,798,0,797,0,152,"['Action', 'Adventure']",39.99,Single-player,,0.818204663,350000,74,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1599560,Wanderer,53,0,78,0,6,"['Action', 'Adventure']",39.99,Single-player,,0.781027188,75000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
613900,Museum of Other Realities,57,52,102,52,1,"['Casual', 'Simulation']",0,Single-player,Multi-player,0.780584971,75000,15,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1003590,Tetris Effect: Connected,661,4,482,4,128,"['Casual', 'Indie']",39.99,Single-player,Multi-player,0.809949805,350000,34,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1110910,Mortal Shell,366,53,225,53,35,"['Action', 'RPG']",29.99,Single-player,,0.765128025,350000,45,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464920,Surviving Mars,1639,0,214,0,849,"['Simulation', 'Strategy']",29.99,Single-player,,0.81084041,3500000,281,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283270,Jagged Alliance 1: Gold Edition,13,0,21,0,10,"['Action', 'RPG', 'Strategy']",9.99,Single-player,Multi-player,0.778812525,150000,15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1782120,ZERO Sievert,2070,0,2060,0,222,"['Action', 'Adventure', 'Early Access']",19.99,Single-player,,0.798878546,750000,18,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2007530,Spellbook Demonslayers,1258,0,1258,0,19,"['Action', 'Casual', 'Early Access']",3.94,Single-player,,0.780564968,75000,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1544020,The Callisto Protocol,827,468,872,928,401,"['Action', 'Adventure']",59.99,Single-player,,0.705445387,750000,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1
2024230,Project Lazarus,5715,0,5715,0,9,"['Action', 'Casual']",5.99,Single-player,,0.780482029,150000,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2208920,Assassin's Creed Valhalla,2358,0,726,0,2424,"['Action', 'Adventure', 'RPG']",59.99,Single-player,,0.743885292,1500000,131,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2218750,Halls of Torment,1313,188,822,141,757,"['Action', 'Indie', 'RPG', 'Early Access']",3.99,Single-player,,0.855175865,750000,71,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
410340,Liftoff: FPV Drone Racing,952,0,1372,0,510,"['Indie', 'Racing', 'Simulation', 'Sports']",19.99,Single-player,Multi-player,0.815672674,750000,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4230,RACE - The WTCC Game,6,0,6,0,0,['Racing'],39.99,Single-player,Multi-player,0.77850207,10000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10460,The Club,137,0,137,0,0,['Action'],14.99,Single-player,Multi-player,0.777619906,75000,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13640,Tom Clancy's Ghost Recon Advanced Warfighter,737,0,737,0,2,['Action'],0,Single-player,Multi-player,0.778124065,10000,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19000,Silent Hill Homecoming,234,0,345,0,11,['Adventure'],39.99,Single-player,,0.752759041,350000,29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17430,Need for Speed Undercover,1101,0,628,0,29,"['Action', 'Racing']",0,Single-player,Multi-player,0.772896105,1500000,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
21780,Driver Parallel Lines,0,0,0,0,7,['Racing'],9.99,Single-player,,0.783194182,150000,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16720,Velvet Assassin,20,0,29,0,3,['Action'],5.99,Single-player,,0.76665567,350000,20,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10130,TimeShift,118,0,118,0,1,['Action'],19.99,Single-player,Multi-player,0.77941209,150000,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31170,Tales of Monkey Island: Complete Season,265,0,184,0,5,"['Adventure', 'RPG']",5.99,Single-player,,0.781406516,350000,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12690,Hunting Unlimited 2010,410,0,410,0,3,"['Simulation', 'Sports']",9.99,Single-player,,0.779322028,75000,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7860,NecroVision,121,0,178,0,6,['Action'],0.74,Single-player,Multi-player,0.77388704,350000,15,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
95900,Air Conflicts: Secret Wars,14,0,14,0,1,"['Action', 'Simulation']",5.99,Single-player,Multi-player,0.777409148,150000,9,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27940,Dead Horde,205,0,253,0,0,"['Action', 'Indie']",3.99,Single-player,Multi-player,0.76918257,75000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2210,Quake 4,117,0,143,0,21,['Action'],14.99,Single-player,Multi-player,0.787699797,350000,26,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
43190,The Haunted: Hells Reach,524,0,781,0,3,"['Action', 'Indie']",8.99,Single-player,Multi-player,0.780644508,75000,12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
42680,Call of Duty: Modern Warfare 3 (2011),984,91,583,91,324,['Action'],39.99,Single-player,Multi-player,0.812704479,3500000,295,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
201870,Assassin's Creed Revelations,751,0,608,0,140,"['Action', 'Adventure']",19.99,Single-player,Multi-player,0.80447694,1500000,144,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
202310,Ridge Racer Unbounded,20,0,25,0,3,['Racing'],9.99,Single-player,,0.770286754,150000,13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
209100,Resident Evil: Operation Raccoon City,194,0,326,0,5,['Action'],0,Single-player,Multi-player,0.749694887,350000,25,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
201070,Revelations 2012,221,0,221,0,0,"['Action', 'Indie', 'Strategy']",0,Single-player,Multi-player,0.77583262,75000,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212630,Tom Clancy's Ghost Recon: Future Soldier,218,0,166,0,18,['Action'],19.99,Single-player,Multi-player,0.764977252,350000,27,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
215280,Secret World Legends,2105,0,305,0,111,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",0,Multi-player,,0.753766686,1500000,112,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10090,Call of Duty: World at War,3335,0,719,0,438,['Action'],19.99,Single-player,Multi-player,0.86609918,3500000,249,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
214910,Air Conflicts: Pacific Carriers,0,0,0,0,2,"['Action', 'Simulation']",9.99,Single-player,Multi-player,0.774429679,150000,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
214250,I Am Alive,224,0,238,0,1,"['Action', 'Adventure']",14.99,Single-player,,0.770358427,350000,22,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
211670,007 Legends,0,0,0,0,4,['Action'],0,Single-player,Multi-player,0.778790122,10000,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
220820,Zombie Driver HD,229,0,53,0,3,"['Action', 'Indie', 'Racing']",9.99,Single-player,,0.784864349,750000,74,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45770,Dead Rising 2: Off the Record,397,0,367,0,31,"['Action', 'Adventure']",19.99,Single-player,Multi-player,0.779018891,350000,107,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
226700,Infestation: Survivor Stories 2020,2221,0,572,0,17,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",0,Multi-player,,0.611842684,1500000,77,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
220700,RPG Maker VX Ace,1622,0,199,0,219,"['Adventure', 'RPG', 'Design & Illustration', 'Education', 'Web Publishing', 'Game Development']",69.99,Single-player,Multi-player,0.800176166,150000,56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
214420,Gear Up,125,0,37,0,3,"['Action', 'Free to Play', 'Indie']",0,Multi-player,,0.771501267,1500000,43,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
224580,Arma II: DayZ Mod,311,0,34,0,101,"['Action', 'Simulation', 'Strategy']",0,Multi-player,,0.786275466,10000,32,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
34870,Sniper: Ghost Warrior 2,292,0,211,0,49,['Action'],9.99,Single-player,Multi-player,0.769133821,1500000,147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
232910,TrackMania² Stadium,1033,0,574,0,116,"['Racing', 'Sports']",9.99,Single-player,Multi-player,0.798760576,750000,47,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
227480,God Mode,196,0,240,0,1,['Action'],0,Single-player,Multi-player,0.772929648,350000,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
234190,Receiver,58,0,16,0,4,"['Action', 'Indie', 'Simulation']",4.99,Single-player,,0.781440101,750000,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222480,Resident Evil Revelations,474,147,472,147,117,"['Action', 'Adventure']",19.99,Single-player,Multi-player,0.782704042,750000,324,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
422810,River City Ransom: Underground,454,0,454,0,4,"['Action', 'Indie', 'RPG']",19.99,Single-player,Multi-player,0.777100073,150000,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
438270,Learn Japanese To Survive! Hiragana Battle,273,0,378,0,5,"['Adventure', 'Indie', 'RPG']",6.99,Single-player,,0.7873466,150000,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444090,Paladins,3202,115,441,121,5117,"['Action', 'Adventure', 'Massively Multiplayer', 'Strategy', 'Free to Play']",0,Multi-player,,0.846001192,15000000,860,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
587260,Tokyo Xanadu eX+,255,0,441,0,13,['RPG'],59.99,Single-player,,0.782938137,75000,24,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
435790,10 Second Ninja X,27,0,11,0,5,"['Action', 'Indie']",9.99,Single-player,,0.779550491,350000,96,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
223810,Ys I & II Chronicles+,392,0,319,0,10,"['Action', 'Adventure', 'RPG']",14.99,Single-player,,0.787063562,350000,32,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
256460,Cosmic Star Heroine,99,0,184,0,4,"['Indie', 'RPG']",14.99,Single-player,,0.781882114,150000,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
274170,Hotline Miami 2: Wrong Number,542,2,350,2,337,"['Action', 'Indie']",14.99,Single-player,,0.884511127,3500000,222,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325320,Mythos: The Beginning - Director's Cut,0,0,0,0,0,"['Adventure', 'RPG']",5.99,Single-player,,0.778535217,35000,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325370,Nova-111,11,0,11,0,0,"['Action', 'Adventure', 'Indie', 'Strategy']",4.99,Single-player,,0.778765425,35000,14,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325470,1953: NATO vs Warsaw Pact,407,0,407,0,0,"['Strategy', 'Early Access']",0.99,Single-player,,0.77720151,35000,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
325730,The Hive,1824,0,1824,0,1,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",14.99,Single-player,,0.778259168,35000,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325860,Fat Chicken,0,0,0,0,0,"['Action', 'Indie', 'Strategy']",9.99,Single-player,,0.778686735,10000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
325870,Clash of Puppets,0,0,0,0,0,"['Action', 'Indie']",4.99,Single-player,,0.778524062,10000,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326120,Horizon Shift,207,0,230,0,0,"['Action', 'Indie']",4.99,Single-player,,0.778682065,150000,28,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326190,Alchemy Mysteries: Prague Legends,251,0,319,0,2,"['Adventure', 'Casual', 'Indie']",1.99,Single-player,,0.778850435,150000,56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326470,Space Warp,0,0,0,0,0,"['Action', 'Indie', 'Racing']",4.99,Single-player,,0.778690631,35000,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
326520,Chime Sharp,9,0,9,0,1,['Casual'],9.99,Single-player,,0.77850703,35000,49,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
326670,Warhammer Quest,7192,0,7192,0,3,"['RPG', 'Strategy']",0,Single-player,,0.775308549,150000,38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326720,Instant Dungeon!,57,0,57,0,0,"['Action', 'Indie']",1.99,Single-player,,0.779294807,35000,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
326840,Heart&Slash,1959,0,1959,0,0,"['Action', 'Adventure', 'Indie']",2.84,Single-player,,0.779396895,75000,19,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
326990,Deep Eclipse: New Space Odyssey,247,0,267,0,22,"['Action', 'Indie']",0.49,Single-player,,0.778051663,75000,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
327070,Gloria Victis: Medieval MMORPG,3935,0,248,0,1,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",0,Multi-player,,0.755281433,350000,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
327090,Out of Reach,663,0,923,0,5,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",14.99,Single-player,Multi-player,0.759868876,75000,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
327220,Anna's Quest,293,0,394,0,12,"['Adventure', 'Indie']",19.99,Single-player,,0.785779373,350000,61,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
327560,Near Death,0,0,0,0,0,"['Action', 'Adventure', 'Indie', 'Simulation']",7.99,Single-player,,0.783253457,35000,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
327860,Salt,68,0,47,0,0,"['Action', 'Adventure', 'Indie', 'RPG']",14.99,Single-player,Multi-player,0.777798779,75000,25,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
327980,Dragon Fantasy: The Volumes of Westeria,0,0,0,0,0,['RPG'],9.99,Single-player,,0.778863977,10000,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
328000,Dragon Fantasy: The Black Tome of Ice,0,0,0,0,0,['RPG'],9.99,Single-player,,0.7784607,10000,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
328270,Leviathan: The Last Day of the Decade,374,0,374,0,0,"['Adventure', 'Indie']",4.99,Single-player,,0.779222359,150000,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
327150,Deadstone,0,0,0,0,0,"['Action', 'Indie', 'RPG', 'Strategy']",1.99,Single-player,Multi-player,0.778836892,35000,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
328500,Potatoman Seeks the Troof,324,0,313,0,1,['Indie'],3.99,Single-player,,0.777840218,150000,131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
328590,Don't Knock Twice,78,0,78,0,1,"['Action', 'Adventure', 'Indie']",4.99,Single-player,,0.777599996,75000,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
328650,Knight of the Hamsters,0,0,0,0,0,"['Action', 'Indie']",0.99,Single-player,Multi-player,0.77873297,10000,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
328680,Crab Cakes Rescue,541,0,252,0,0,"['Casual', 'Indie']",6.99,Single-player,,0.778259889,35000,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
328730,Letter Quest: Grimm's Journey,755,0,1089,0,0,"['Casual', 'Indie']",0,Single-player,,0.780889213,75000,18,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
373970,Letter Quest: Grimm's Journey Remastered,498,0,799,0,4,"['Casual', 'Indie']",7.99,Single-player,,0.781191237,35000,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
328780,Vampires: Guide Them to Safety!,0,0,0,0,0,['Indie'],4.99,Single-player,,0.778769649,10000,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
328940,The Deer God,256,0,256,0,0,['Indie'],14.99,Single-player,,0.776598948,35000,57,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
329000,Data Hacker: Corruption,331,0,334,0,0,"['Adventure', 'Indie', 'RPG', 'Simulation']",1.99,Single-player,,0.777461782,750000,69,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
329770,4089: Ghost Within,0,0,0,0,0,"['Action', 'Indie', 'RPG']",5.99,Single-player,,0.778146616,10000,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
329860,Catlateral Damage,61,0,71,0,1,"['Action', 'Casual', 'Indie', 'Simulation']",9.99,Single-player,,0.783779874,75000,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308420,Ziggurat,143,0,157,0,5,"['Action', 'Indie', 'RPG']",14.99,Single-player,,0.788190408,350000,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
330180,Pix the Cat,4,0,4,0,1,"['Action', 'Indie']",4.99,Single-player,Multi-player,0.779187074,150000,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
330350,Robotex,285,0,334,0,0,"['Action', 'Adventure', 'Casual', 'Indie']",29.99,Single-player,,0.765471849,350000,31,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
330450,Runes of Brennos,0,0,0,0,0,"['Action', 'Casual', 'Indie']",0,Single-player,Multi-player,0.77863387,10000,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
330470,Over The Void,0,0,0,0,0,['Indie'],4.99,Single-player,,0.778183449,35000,12,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
